0,65.0,116.0
1,65.0,116.0
2,65.0,116.0
3,65.0,116.0
4,64.0,119.0
5,64.0,119.0
6,64.0,119.0
7,64.0,119.0
8,62.0,121.0
9,62.0,121.0
10,62.0,121.0
11,62.0,121.0
12,62.0,121.0
13,62.0,121.0
14,62.0,121.0
15,62.0,121.0
16,62.0,121.0
17,62.0,121.0
18,62.0,121.0
19,62.0,121.0
20,62.0,121.0
21,62.0,121.0
22,62.0,121.0
23,62.0,121.0
24,62.0,121.0
25,62.0,121.0
26,62.0,121.0
27,62.0,121.0
28,62.0,121.0
29,62.0,121.0
30,62.0,121.0
31,62.0,121.0
32,62.0,121.0
33,62.0,121.0
34,62.0,121.0
35,62.0,121.0
36,62.0,121.0
37,62.0,121.0
38,62.0,121.0
39,62.0,121.0
40,62.0,121.0
41,62.0,121.0
42,62.0,121.0
43,62.0,121.0
44,62.0,121.0
45,62.0,121.0
46,62.0,121.0
47,62.0,121.0
48,62.0,121.0
49,62.0,121.0
50,62.0,121.0
51,62.0,121.0
52,62.0,121.0
53,62.0,121.0
54,62.0,121.0
55,62.0,121.0
56,62.0,121.0
57,59.0,126.0
58,59.0,126.0
59,59.0,126.0
60,59.0,126.0
61,58.0,127.0
62,58.0,127.0
63,58.0,127.0
64,58.0,127.0
65,58.0,127.0
66,58.0,127.0
67,58.0,127.0
68,58.0,127.0
69,58.0,127.0
70,58.0,127.0
71,58.0,127.0
72,58.0,127.0
73,58.0,127.0
74,58.0,127.0
75,58.0,127.0
76,58.0,127.0
77,58.0,127.0
78,58.0,127.0
79,58.0,127.0
80,58.0,127.0
81,58.0,127.0
82,58.0,127.0
83,58.0,127.0
84,58.0,127.0
85,58.0,127.0
86,58.0,127.0
87,58.0,127.0
88,58.0,127.0
89,58.0,127.0
90,58.0,127.0
91,58.0,127.0
92,58.0,127.0
93,58.0,127.0
94,58.0,127.0
95,58.0,127.0
96,58.0,127.0
97,58.0,127.0
98,58.0,127.0
99,58.0,127.0
100,58.0,127.0
101,58.0,127.0
102,58.0,127.0
103,58.0,127.0
104,58.0,127.0
105,58.0,127.0
106,58.0,127.0
107,58.0,127.0
108,58.0,127.0
109,58.0,127.0
110,58.0,127.0
111,58.0,127.0
112,58.0,127.0
113,58.0,127.0
114,58.0,127.0
115,58.0,127.0
116,58.0,127.0
117,58.0,127.0
118,58.0,127.0
119,58.0,127.0
120,58.0,127.0
121,58.0,127.0
122,58.0,127.0
123,58.0,127.0
124,58.0,127.0
125,58.0,127.0
126,58.0,127.0
127,58.0,127.0
128,58.0,127.0
129,58.0,127.0
130,58.0,127.0
131,58.0,127.0
132,58.0,127.0
133,58.0,127.0
134,58.0,127.0
135,58.0,127.0
136,58.0,127.0
137,58.0,127.0
138,58.0,127.0
139,58.0,127.0
140,58.0,127.0
141,58.0,127.0
142,58.0,127.0
143,58.0,127.0
144,58.0,127.0
145,58.0,127.0
146,58.0,127.0
147,58.0,127.0
148,58.0,127.0
149,58.0,127.0
150,58.0,127.0
151,58.0,127.0
152,58.0,127.0
153,58.0,127.0
154,58.0,127.0
155,58.0,127.0
156,58.0,127.0
157,58.0,127.0
158,58.0,127.0
159,58.0,127.0
160,58.0,127.0
161,58.0,127.0
162,58.0,127.0
163,58.0,127.0
164,58.0,127.0
165,58.0,127.0
166,58.0,127.0
167,58.0,127.0
168,58.0,127.0
169,58.0,127.0
170,58.0,127.0
171,58.0,127.0
172,58.0,127.0
173,58.0,127.0
174,58.0,127.0
175,58.0,127.0
176,58.0,127.0
177,58.0,127.0
178,58.0,127.0
179,58.0,127.0
180,58.0,127.0
181,58.0,127.0
182,58.0,127.0
183,58.0,127.0
184,58.0,127.0
185,58.0,127.0
186,58.0,127.0
187,58.0,127.0
188,58.0,127.0
189,58.0,127.0
190,58.0,127.0
191,58.0,127.0
192,58.0,127.0
193,58.0,127.0
194,58.0,127.0
195,58.0,127.0
196,58.0,127.0
197,58.0,127.0
198,58.0,127.0
199,58.0,127.0
200,58.0,127.0
201,58.0,127.0
202,58.0,127.0
203,58.0,127.0
204,58.0,127.0
205,58.0,127.0
206,58.0,127.0
207,58.0,127.0
208,58.0,127.0
209,58.0,127.0
210,58.0,127.0
211,58.0,127.0
212,58.0,127.0
213,58.0,127.0
214,58.0,127.0
215,58.0,127.0
216,58.0,127.0
217,58.0,127.0
218,58.0,127.0
219,58.0,127.0
220,58.0,127.0
221,58.0,127.0
222,58.0,127.0
223,58.0,127.0
224,58.0,127.0
225,58.0,127.0
226,58.0,127.0
227,58.0,127.0
228,58.0,127.0
229,58.0,127.0
230,58.0,127.0
231,58.0,127.0
232,58.0,127.0
233,58.0,127.0
234,58.0,127.0
235,58.0,127.0
236,58.0,127.0
237,58.0,127.0
238,58.0,127.0
239,58.0,127.0
240,58.0,127.0
241,58.0,127.0
242,58.0,127.0
243,58.0,127.0
244,58.0,127.0
245,58.0,127.0
246,58.0,127.0
247,58.0,127.0
248,58.0,127.0
249,58.0,127.0
250,58.0,127.0
251,58.0,127.0
252,58.0,127.0
253,58.0,127.0
254,58.0,127.0
255,58.0,127.0
256,58.0,127.0
257,58.0,127.0
258,58.0,127.0
259,58.0,127.0
260,58.0,127.0
261,58.0,127.0
