0,591.5988617454468,687.656065676677
1,591.7923971818251,498.082587117782,1
2,594.8418206780424,486.345944293919
3,596.4019946327747,418.80525636082854
4,598.1633067040376,417.8427540661572
5,598.2351694356096,416.08773509025457
6,598.3159189005894,416.01709818533175
7,598.3322026808806,414.11012553718774,2
8,599.8862484117917,384.8504734319232
9,603.5259404086744,379.45459908215355
10,603.7521229748131,374.4217314679886
11,604.8155177541771,373.59193416132945
12,605.1795051866911,371.10642312329253
13,605.2350004058317,369.98438385723455
14,605.4755442112701,363.9081308110833
15,605.9264696986843,360.57826607823716
16,606.3177248922209,352.812621449485
17,608.8892462218657,319.09119401462203,3
18,611.8090753240301,317.49932787427826
19,612.3831852034423,316.0081339982875
20,612.5502392315218,314.88075251384385
21,614.193867153565,289.6652665635756
22,614.2273570568384,276.7496582953921
23,614.297541856882,276.48679130041495
24,614.9719873076115,265.2048415129955
25,615.5472732849399,264.9244127046908
26,615.838370239865,253.95555340826172,4
27,615.8925332620264,251.81574558722343
28,616.275419030524,247.02684352037647
29,620.5104985789351,247.02684352037645
30,622.1718734899115,245.64128878717435
31,622.2615436248939,244.44816641985156
32,622.6179105510345,243.34408900898012
33,622.6210272494346,243.15744792748862
34,622.6399636491993,242.7709244236906
35,622.7127413948579,242.48084294027714
36,622.7389188259882,240.81065213558537
37,622.7999906033997,231.14709648670302
38,622.8220437015646,230.5739319014135
39,623.0553930210245,230.3363506938479
40,623.0570044776579,229.2724244832288
41,623.0790575758227,228.69925989793927
42,623.395531770859,224.1933831945926
43,623.7424500809749,221.87057324360185
44,624.1936478509389,220.70693235866278
45,628.42872739935,220.70693235866275
46,628.6981453228195,219.52141241569717,5
47,628.822990652826,214.4637634877787
48,630.1004126914327,208.546908843383
49,633.621751223191,203.87580622146663
50,633.6286956434114,203.61856292164256
51,633.6309215419974,203.27317115360108
52,633.6419524501641,202.67053608573553
53,633.6488968703845,202.41329278591147
54,633.8030922880046,198.70028872410958
55,633.810036708225,198.44304542428551
56,633.812262606811,198.09765365624403
57,633.9287648801735,190.84958205937153
58,635.4824689561448,188.70438526456917,6
59,635.486555444091,188.35899349652766
60,635.6458346925713,183.55083698221566
61,635.6527791127917,183.29359368239162
62,635.6568656007379,182.9482019143501
63,636.0970324625353,181.58351350264124
64,636.1039768827557,181.32627020281717
65,636.1080633707019,180.9808784347757
66,636.466003870816,178.64807581877827
67,636.4729482910365,178.3908325189542
68,636.4770347789826,178.04544075091272
69,644.1893650630246,178.0454407509127
70,663.8523831919298,178.0
71,668.0874627403409,177.99999999999997
