0,0.8,0.2,2238.0
1,0.8,0.2,2167.0
2,0.8,0.2,2163.0
3,0.8,0.2,2202.0
4,0.8,0.2,2088.0
5,0.8,0.2,2167.0
6,0.8,0.2,2170.0
7,0.8,0.2,2210.0
8,0.8,0.2,2120.0
9,0.8,0.2,2085.0
0,0.7,0.3,2090.0
1,0.7,0.3,2123.0
2,0.7,0.3,2103.0
3,0.7,0.3,2085.0
4,0.7,0.3,2088.0
5,0.7,0.3,2103.0
6,0.7,0.3,2184.0
7,0.7,0.3,2095.0
8,0.7,0.3,2154.0
9,0.7,0.3,2090.0
0,0.6,0.4,2116.0
1,0.6,0.4,2158.0
2,0.6,0.4,2095.0
3,0.6,0.4,2163.0
4,0.6,0.4,2103.0
5,0.6,0.4,2172.0
6,0.6,0.4,2103.0
7,0.6,0.4,2194.0
8,0.6,0.4,2129.0
9,0.6,0.4,2090.0
